vehicle,colour,passing distance,street,Time,hour,helmet,kerb,Bikelane,City,date
1,6,1.801,5,11:44,11:00,0,0.25,0,1,25-May
1,3,1.563,5,11:44,11:00,0,0.25,0,1,25-May
1,3,1.792,5,11:44,11:00,0,0.25,0,1,25-May
1,2,2.211,5,11:44,11:00,0,0.25,0,1,25-May
1,3,1.85,5,11:44,11:00,0,0.25,0,1,25-May
2,4,1.794,5,11:44,11:00,0,0.25,0,1,25-May
1,6,1.31,5,11:44,11:00,0,0.25,0,1,25-May
5,4,2.092,5,11:44,11:00,0,0.25,0,1,25-May
2,4,2.395,5,11:44,11:00,0,0.25,0,1,25-May
1,5,1.859,5,11:44,11:00,0,0.25,0,1,25-May
1,3,1.874,5,11:44,11:00,0,0.25,0,1,25-May
1,1,2.086,5,11:44,11:00,0,0.25,0,1,25-May
1,1,2.047,5,11:44,11:00,0,0.25,0,1,25-May
1,5,1.986,5,11:44,11:00,0,0.25,0,1,25-May
1,3,1.412,5,11:44,11:00,0,0.25,0,1,25-May
1,2,1.635,5,11:44,11:00,0,0.25,0,1,25-May
2,3,1.254,5,11:44,11:00,0,0.25,0,1,25-May
2,4,1.915,5,11:44,11:00,0,0.25,0,1,25-May
1,5,2.132,5,11:44,11:00,0,0.25,0,1,25-May
2,4,1.479,5,11:44,11:00,0,0.25,0,1,25-May
1,5,1.823,5,11:44,11:00,0,0.25,0,1,25-May
1,4,1.487,5,11:44,11:00,0,0.25,0,1,25-May
1,3,1.789,5,11:44,11:00,0,0.25,0,1,25-May
5,4,1.739,5,11:44,11:00,0,0.25,0,1,25-May
1,3,1.482,5,11:44,11:00,0,0.25,0,1,25-May
1,1,1.823,5,11:44,11:00,0,0.25,0,1,25-May
1,1,1.892,5,11:44,11:00,0,0.25,0,1,25-May
2,4,2.338,5,11:44,11:00,0,0.25,0,1,25-May
2,4,1.388,5,11:44,11:00,0,0.25,0,1,25-May
3,6,2.03,5,11:44,11:00,0,0.25,0,1,25-May
1,3,1.613,5,11:44,11:00,0,0.25,0,1,25-May
1,3,2.277,5,11:44,11:00,0,0.25,0,1,25-May
1,5,1.841,5,11:44,11:00,0,0.25,0,1,25-May
1,5,1.581,5,11:44,11:00,0,0.25,0,1,25-May
1,3,1.781,5,11:44,11:00,0,0.25,0,1,25-May
1,5,1.958,5,11:44,11:00,0,0.25,0,1,25-May
2,4,1.736,4,11:55,11:00,0,0.25,0,1,25-May
2,4,1.464,4,11:55,11:00,0,0.25,0,1,25-May
2,4,1.685,5,11:55,11:00,0,0.25,0,1,25-May
5,4,2.04,5,11:55,11:00,0,0.25,0,1,25-May
1,1,1.613,5,11:55,11:00,0,0.25,0,1,25-May
1,1,1.299,5,11:55,11:00,0,0.25,0,1,25-May
5,4,2.11,5,11:55,11:00,0,0.25,0,1,25-May
1,3,2.333,5,11:55,11:00,0,0.25,0,1,25-May
1,1,1.752,5,11:55,11:00,0,0.25,0,1,25-May
1,3,1.389,5,11:55,11:00,0,0.25,0,1,25-May
2,2,2.227,5,11:55,11:00,0,0.25,0,1,25-May
4,2,1.384,5,11:55,11:00,0,0.25,0,1,25-May
1,3,1.839,5,11:55,11:00,0,0.25,0,1,25-May
1,1,2.859,5,11:55,11:00,0,0.25,0,1,25-May
1,4,1.861,5,11:55,11:00,0,0.25,0,1,25-May
1,5,1.319,5,11:55,11:00,0,0.25,0,1,25-May
6,5,1.482,5,11:55,11:00,0,0.25,0,1,25-May
2,2,1.345,5,11:55,11:00,0,0.25,0,1,25-May
1,3,1.024,5,11:55,11:00,0,0.25,0,1,25-May
3,6,1.077,5,12:10,12:00,0,0.25,0,1,25-May
1,1,1.118,5,12:10,12:00,0,0.25,0,1,25-May
1,1,1.587,5,12:10,12:00,0,0.25,0,1,25-May
4,2,1.45,5,12:10,12:00,0,0.25,0,1,25-May
1,9,1.588,5,12:10,12:00,0,0.25,0,1,25-May
5,2,2.109,5,12:10,12:00,0,0.25,0,1,25-May
5,4,1.202,5,12:10,12:00,0,0.25,0,1,25-May
1,1,1.899,5,12:10,12:00,0,0.25,0,1,25-May
2,4,1.575,5,12:10,12:00,0,0.25,0,1,25-May
1,1,1.576,5,12:10,12:00,0,0.25,0,1,25-May
1,2,2.011,5,12:10,12:00,0,0.25,0,1,25-May
1,3,1.569,5,12:10,12:00,0,0.25,0,1,25-May
1,1,1.658,5,12:10,12:00,0,0.25,0,1,25-May
1,3,3.215,5,12:10,12:00,0,0.25,0,1,25-May
1,3,1.835,5,12:10,12:00,0,0.25,0,1,25-May
1,1,1.322,5,12:10,12:00,0,0.25,0,1,25-May
1,1,1.6,5,12:10,12:00,0,0.25,0,1,25-May
1,2,1.765,5,12:10,12:00,0,0.25,0,1,25-May
1,1,1.562,5,12:10,12:00,0,0.25,0,1,25-May
1,3,2.164,5,12:10,12:00,0,0.25,0,1,25-May
1,5,1.464,5,12:10,12:00,0,0.25,0,1,25-May
1,5,2.116,5,12:10,12:00,0,0.25,0,1,25-May
1,2,2.097,5,12:10,12:00,0,0.25,0,1,25-May
1,5,2.52,5,12:10,12:00,0,0.25,0,1,25-May
1,3,1.861,5,12:10,12:00,0,0.25,0,1,25-May
1,1,2.639,5,12:10,12:00,0,0.25,0,1,25-May
1,5,1.484,5,12:10,12:00,0,0.25,0,1,25-May
1,2,1.564,5,12:10,12:00,0,0.25,0,1,25-May
1,2,1.827,5,12:10,12:00,0,0.25,0,1,25-May
1,3,1.633,5,12:10,12:00,0,0.25,0,1,25-May
1,6,1.875,5,12:10,12:00,0,0.25,0,1,25-May
1,1,1.56,5,12:10,12:00,0,0.25,0,1,25-May
1,2,1.377,5,12:10,12:00,0,0.25,0,1,25-May
1,3,1.635,5,12:10,12:00,0,0.25,0,1,25-May
1,3,1.584,5,12:10,12:00,0,0.25,0,1,25-May
6,5,1.304,5,12:10,12:00,0,0.25,0,1,25-May
1,5,0.941,5,12:10,12:00,0,0.25,0,1,25-May
1,3,1.405,5,12:10,12:00,0,0.25,0,1,25-May
1,2,2.079,5,12:10,12:00,0,0.25,0,1,25-May
1,2,1.986,5,12:10,12:00,0,0.25,0,1,25-May
1,1,1.365,5,12:26,12:00,1,0.25,0,1,25-May
1,2,1.61,5,12:26,12:00,1,0.25,0,1,25-May
1,3,1.912,5,12:26,12:00,1,0.25,0,1,25-May
1,1,1.606,5,12:26,12:00,1,0.25,0,1,25-May
1,5,1.848,5,12:26,12:00,1,0.25,0,1,25-May
1,1,1.591,5,12:26,12:00,1,0.25,0,1,25-May
1,9,2.049,5,12:26,12:00,1,0.25,0,1,25-May
1,3,2.067,5,12:26,12:00,1,0.25,0,1,25-May
3,1,2.264,5,12:26,12:00,1,0.25,0,1,25-May
1,9,2.124,5,12:26,12:00,1,0.25,0,1,25-May
1,2,1.827,5,12:26,12:00,1,0.25,0,1,25-May
2,4,1.831,5,12:26,12:00,1,0.25,0,1,25-May
3,5,1.524,5,12:26,12:00,1,0.25,0,1,25-May
1,2,1.33,5,12:26,12:00,1,0.25,0,1,25-May
1,1,1.372,5,12:26,12:00,1,0.25,0,1,25-May
2,2,2.178,5,12:26,12:00,1,0.25,0,1,25-May
2,4,1.745,5,12:26,12:00,1,0.25,0,1,25-May
1,5,1.178,5,12:26,12:00,1,0.25,0,1,25-May
1,1,1.5,5,12:26,12:00,1,0.25,0,1,25-May
1,1,1.55,5,12:26,12:00,1,0.25,0,1,25-May
1,3,1.609,3,12:26,12:00,1,0.25,0,1,25-May
6,4,1.498,3,12:26,12:00,1,0.25,0,1,25-May
1,2,1.815,3,12:26,12:00,1,0.25,0,1,25-May
1,1,1.9,3,12:26,12:00,1,0.25,0,1,25-May
1,5,1.988,3,12:26,12:00,1,0.25,0,1,25-May
1,3,1.525,3,12:26,12:00,1,0.25,0,1,25-May
2,4,1.714,3,12:26,12:00,1,0.25,0,1,25-May
2,4,1.154,3,12:26,12:00,1,0.25,0,1,25-May
1,1,2.382,3,12:26,12:00,1,0.25,0,1,25-May
1,5,2.984,3,12:26,12:00,1,0.25,0,1,25-May
1,5,2.381,3,12:26,12:00,1,0.25,0,1,25-May
2,3,1.51,3,12:26,12:00,1,0.25,0,1,25-May
1,2,1.299,3,12:26,12:00,1,0.25,0,1,25-May
1,1,1.547,3,12:26,12:00,1,0.25,0,1,25-May
1,2,1.7,3,12:26,12:00,1,0.25,0,1,25-May
6,5,1.141,3,12:26,12:00,1,0.25,0,1,25-May
4,4,1.071,3,12:26,12:00,1,0.25,0,1,25-May
1,3,1.038,3,12:26,12:00,1,0.25,0,1,25-May
1,2,1.904,3,12:26,12:00,1,0.25,0,1,25-May
1,2,1.221,3,12:26,12:00,1,0.25,0,1,25-May
1,2,1.439,3,12:41,12:00,1,1,0,1,25-May
1,3,1.353,3,12:41,12:00,1,1,0,1,25-May
1,4,1.558,3,12:41,12:00,1,1,0,1,25-May
1,2,0.794,3,12:41,12:00,1,1,0,1,25-May
1,3,1.424,4,12:41,12:00,1,1,0,1,25-May
1,1,2.467,4,12:41,12:00,1,1,0,1,25-May
1,2,1.458,4,12:41,12:00,1,1,0,1,25-May
1,2,1.402,4,12:41,12:00,1,1,0,1,25-May
2,4,0.942,5,12:41,12:00,1,1,0,1,25-May
1,2,2.032,5,12:41,12:00,1,1,0,1,25-May
2,4,0.906,5,12:41,12:00,1,1,0,1,25-May
1,3,1.101,5,12:41,12:00,1,1,0,1,25-May
1,1,1.371,5,12:41,12:00,1,1,0,1,25-May
1,2,1.54,5,12:41,12:00,1,1,0,1,25-May
1,4,1.272,5,12:41,12:00,1,1,0,1,25-May
5,1,1.047,5,12:53,12:00,1,1,0,1,25-May
1,3,1.428,5,12:53,12:00,1,1,0,1,25-May
1,3,1.098,5,12:53,12:00,1,1,0,1,25-May
3,1,1.055,5,12:53,12:00,1,1,0,1,25-May
1,2,1.259,5,12:53,12:00,1,1,0,1,25-May
5,1,0.913,5,12:53,12:00,1,1,0,1,25-May
1,2,1.522,5,12:53,12:00,1,1,0,1,25-May
2,1,1.885,5,12:53,12:00,1,1,0,1,25-May
1,3,1.223,5,12:53,12:00,1,1,0,1,25-May
1,4,1.383,5,12:53,12:00,1,1,0,1,25-May
1,2,1.898,5,12:53,12:00,1,1,0,1,25-May
1,1,1.999,5,12:53,12:00,1,1,0,1,25-May
1,3,1.671,5,12:53,12:00,1,1,0,1,25-May
1,5,1.565,5,12:53,12:00,1,1,0,1,25-May
5,2,1.354,5,12:53,12:00,1,1,0,1,25-May
1,1,1.258,5,12:53,12:00,1,1,0,1,25-May
1,3,1.431,5,12:53,12:00,1,1,0,1,25-May
1,3,0.913,5,12:53,12:00,1,1,0,1,25-May
1,1,1.048,5,12:53,12:00,1,1,0,1,25-May
1,1,1.032,5,12:53,12:00,1,1,0,1,25-May
1,3,1.355,5,12:53,12:00,1,1,0,1,25-May
1,2,1.413,5,12:53,12:00,1,1,0,1,25-May
2,4,1.035,5,12:53,12:00,1,1,0,1,25-May
2,4,1.169,5,12:53,12:00,1,1,0,1,25-May
1,3,1.574,5,12:53,12:00,1,1,0,1,25-May
2,4,1.636,5,12:53,12:00,1,1,0,1,25-May
7,9,0.814,5,12:53,12:00,1,1,0,1,25-May
5,2,1.885,5,12:53,12:00,1,1,0,1,25-May
5,1,1.651,5,12:53,12:00,1,1,0,1,25-May
1,5,2.138,5,12:53,12:00,1,1,0,1,25-May
1,1,1.516,5,12:53,12:00,1,1,0,1,25-May
3,1,0.894,5,12:53,12:00,1,1,0,1,25-May
1,2,1.214,5,12:53,12:00,1,1,0,1,25-May
1,2,1.052,5,12:53,12:00,1,1,0,1,25-May
1,4,1.958,5,12:53,12:00,1,1,0,1,25-May
1,5,1.619,5,12:53,12:00,1,1,0,1,25-May
1,4,1.489,5,12:53,12:00,1,1,0,1,25-May
1,6,1.683,5,12:53,12:00,1,1,0,1,25-May
1,6,1.704,3,16:29,16:00,0,0.5,0,1,25-May
6,5,1.403,3,16:29,16:00,0,0.5,0,1,25-May
3,2,0.971,1,16:29,16:00,0,0.5,0,1,25-May
1,3,2.371,2,16:29,16:00,0,0.5,0,1,25-May
1,2,1.784,2,16:29,16:00,0,0.5,0,1,25-May
1,2,1.712,2,16:29,16:00,0,0.5,0,1,25-May
1,3,1.703,2,16:29,16:00,0,0.5,0,1,25-May
1,1,1.526,5,16:29,16:00,0,0.5,0,1,25-May
1,3,2.16,5,16:29,16:00,0,0.5,0,1,25-May
1,1,1.56,5,16:29,16:00,0,0.5,0,1,25-May
1,3,1.242,5,16:29,16:00,0,0.5,0,1,25-May
1,4,1.181,5,16:29,16:00,0,0.5,0,1,25-May
1,1,2.038,5,16:29,16:00,0,0.5,0,1,25-May
1,5,1.171,3,16:29,16:00,0,0.5,0,1,25-May
1,5,1.029,3,16:29,16:00,0,0.5,0,1,25-May
2,9,1.688,3,16:29,16:00,0,0.5,0,1,25-May
1,3,1.297,3,16:29,16:00,0,0.5,0,1,25-May
1,1,1.648,3,16:29,16:00,0,0.5,0,1,25-May
1,1,1.323,3,16:29,16:00,0,0.5,0,1,25-May
1,2,1.608,3,16:29,16:00,0,0.5,0,1,25-May
1,1,2.207,3,16:29,16:00,0,0.5,0,1,25-May
1,3,1.566,3,16:29,16:00,0,0.5,0,1,25-May
1,1,1.281,3,16:29,16:00,0,0.5,0,1,25-May
1,4,1.683,3,16:42,16:00,0,0.5,0,1,25-May
2,4,1.378,3,16:42,16:00,0,0.5,0,1,25-May
2,4,1.353,3,16:42,16:00,0,0.5,0,1,25-May
1,6,1.072,3,16:42,16:00,0,0.5,0,1,25-May
1,3,1.472,3,16:42,16:00,0,0.5,0,1,25-May
1,5,1.858,3,16:42,16:00,0,0.5,0,1,25-May
6,5,1.244,3,16:42,16:00,0,0.5,0,1,25-May
1,2,1.618,5,16:42,16:00,0,0.5,0,1,25-May
2,4,2.02,5,16:42,16:00,0,0.5,0,1,25-May
1,5,1.711,5,16:42,16:00,0,0.5,0,1,25-May
1,3,1.806,5,16:42,16:00,0,0.5,0,1,25-May
1,2,1.534,5,16:42,16:00,0,0.5,0,1,25-May
1,3,2.487,5,16:42,16:00,0,0.5,0,1,25-May
1,1,2.124,5,16:42,16:00,0,0.5,0,1,25-May
1,1,2.468,5,16:42,16:00,0,0.5,0,1,25-May
5,3,1.856,5,16:42,16:00,0,0.5,0,1,25-May
2,4,1.29,5,16:42,16:00,0,0.5,0,1,25-May
1,1,1.236,5,16:42,16:00,0,0.5,0,1,25-May
1,3,1.219,5,16:42,16:00,0,0.5,0,1,25-May
1,2,1.289,5,16:42,16:00,0,0.5,0,1,25-May
2,4,1.656,5,16:42,16:00,0,0.5,0,1,25-May
1,2,1.197,5,16:42,16:00,0,0.5,0,1,25-May
3,1,1.105,5,16:42,16:00,0,0.5,0,1,25-May
1,2,1.405,5,16:42,16:00,0,0.5,0,1,25-May
1,3,0.878,5,16:42,16:00,0,0.5,0,1,25-May
1,1,1.498,5,16:42,16:00,0,0.5,0,1,25-May
1,2,1.677,5,16:42,16:00,0,0.5,0,1,25-May
3,1,1.472,5,16:42,16:00,0,0.5,0,1,25-May
7,2,1.331,5,16:42,16:00,0,0.5,0,1,25-May
1,5,1.331,5,16:42,16:00,0,0.5,0,1,25-May
2,3,2.509,5,16:42,16:00,0,0.5,0,1,25-May
1,1,2.622,5,16:42,16:00,0,0.5,0,1,25-May
1,6,1.287,5,16:42,16:00,0,0.5,0,1,25-May
1,3,1.653,5,16:42,16:00,0,0.5,0,1,25-May
1,1,1.693,5,16:42,16:00,0,0.5,0,1,25-May
2,5,1.799,5,16:42,16:00,0,0.5,0,1,25-May
1,1,2.205,5,16:42,16:00,0,0.5,0,1,25-May
1,1,2.003,5,16:58,16:00,1,0.5,0,1,25-May
1,1,1.853,5,16:58,16:00,1,0.5,0,1,25-May
1,5,1.45,5,16:58,16:00,1,0.5,0,1,25-May
1,3,1.233,5,16:58,16:00,1,0.5,0,1,25-May
1,1,1.139,5,16:58,16:00,1,0.5,0,1,25-May
1,3,1.871,5,16:58,16:00,1,0.5,0,1,25-May
2,3,1.647,5,16:58,16:00,1,0.5,0,1,25-May
1,1,1.793,5,16:58,16:00,1,0.5,0,1,25-May
1,1,1.933,5,16:58,16:00,1,0.5,0,1,25-May
1,6,1.634,5,16:58,16:00,1,0.5,0,1,25-May
2,4,1.601,5,16:58,16:00,1,0.5,0,1,25-May
1,1,2.197,5,16:58,16:00,1,0.5,0,1,25-May
2,4,1.894,5,16:58,16:00,1,0.5,0,1,25-May
1,3,1.541,5,16:58,16:00,1,0.5,0,1,25-May
1,3,1.955,5,16:58,16:00,1,0.5,0,1,25-May
1,3,0.883,5,16:58,16:00,1,0.5,0,1,25-May
1,6,1.393,5,16:58,16:00,1,0.5,0,1,25-May
1,1,1.198,5,16:58,16:00,1,0.5,0,1,25-May
1,3,2.004,5,16:58,16:00,1,0.5,0,1,25-May
2,3,2.015,5,16:58,16:00,1,0.5,0,1,25-May
4,6,1.277,5,16:58,16:00,1,0.5,0,1,25-May
1,1,1.519,5,16:58,16:00,1,0.5,0,1,25-May
1,1,1.541,5,16:58,16:00,1,0.5,0,1,25-May
1,2,0.947,5,16:58,16:00,1,0.5,0,1,25-May
1,2,1.648,5,16:58,16:00,1,0.5,0,1,25-May
7,1,1.777,5,16:58,16:00,1,0.5,0,1,25-May
1,4,2.464,5,16:58,16:00,1,0.5,0,1,25-May
2,3,2.528,5,16:58,16:00,1,0.5,0,1,25-May
2,4,1.423,5,16:58,16:00,1,0.5,0,1,25-May
7,1,1.679,5,16:58,16:00,1,0.5,0,1,25-May
1,1,1.811,5,16:58,16:00,1,0.5,0,1,25-May
1,3,1.66,5,16:58,16:00,1,0.5,0,1,25-May
1,5,1.402,5,16:58,16:00,1,0.5,0,1,25-May
1,6,1.286,5,16:58,16:00,1,0.5,0,1,25-May
2,4,1.725,5,16:58,16:00,1,0.5,0,1,25-May
3,3,1.325,5,16:58,16:00,1,0.5,0,1,25-May
1,1,1.541,5,16:58,16:00,1,0.5,0,1,25-May
1,3,1.464,5,16:58,16:00,1,0.5,0,1,25-May
2,4,1.536,5,16:58,16:00,1,0.5,0,1,25-May
1,2,1.15,5,16:58,16:00,1,0.5,0,1,25-May
1,2,1.424,5,16:58,16:00,1,0.5,0,1,25-May
1,5,1.674,5,16:58,16:00,1,0.5,0,1,25-May
1,3,1.841,5,16:58,16:00,1,0.5,0,1,25-May
1,6,2.01,5,16:58,16:00,1,0.5,0,1,25-May
4,2,1.561,5,16:58,16:00,1,0.5,0,1,25-May
2,9,2.14,5,16:58,16:00,1,0.5,0,1,25-May
2,3,1.857,5,16:58,16:00,1,0.5,0,1,25-May
2,1,1.878,5,16:58,16:00,1,0.5,0,1,25-May
2,4,1.598,5,16:58,16:00,1,0.5,0,1,25-May
1,4,1.349,5,16:58,16:00,1,0.5,0,1,25-May
2,4,1.541,4,16:58,16:00,1,0.5,0,1,25-May
1,1,1.95,3,16:58,16:00,1,0.5,0,1,25-May
1,1,1.355,3,16:58,16:00,1,0.5,0,1,25-May
2,4,1.585,3,16:58,16:00,1,0.5,0,1,25-May
1,3,1.458,3,16:58,16:00,1,0.5,0,1,25-May
1,3,1.239,3,16:58,16:00,1,0.5,0,1,25-May
1,3,1.406,3,16:58,16:00,1,0.5,0,1,25-May
1,9,2.364,3,17:12,17:00,0,0.5,0,1,25-May
1,3,1.744,3,17:12,17:00,0,0.5,0,1,25-May
1,2,2.385,3,17:12,17:00,0,0.5,0,1,25-May
1,4,1.904,3,17:12,17:00,0,0.5,0,1,25-May
3,3,1.822,3,17:12,17:00,0,0.5,0,1,25-May
1,1,1.481,3,17:12,17:00,0,0.5,0,1,25-May
1,3,1.328,3,17:12,17:00,0,0.5,0,1,25-May
1,2,1.609,3,17:12,17:00,0,0.5,0,1,25-May
1,4,1.151,3,17:12,17:00,0,0.5,0,1,25-May
1,1,1.155,3,17:12,17:00,0,0.5,0,1,25-May
1,3,1.398,3,17:12,17:00,0,0.5,0,1,25-May
1,1,1.371,3,17:12,17:00,0,0.5,0,1,25-May
1,1,1.753,4,17:12,17:00,0,0.5,0,1,25-May
1,4,1.313,4,17:12,17:00,0,0.5,0,1,25-May
1,5,1.114,3,17:12,17:00,0,0.5,0,1,25-May
1,3,1.738,3,17:12,17:00,0,0.5,0,1,25-May
1,3,1.624,3,17:12,17:00,0,0.5,0,1,25-May
1,9,1.34,3,17:12,17:00,0,0.5,0,1,25-May
1,1,2.264,3,17:12,17:00,0,0.5,0,1,25-May
1,6,1.345,3,17:12,17:00,0,0.5,0,1,25-May
1,6,1.631,3,17:12,17:00,0,0.5,0,1,25-May
1,5,1.339,3,17:12,17:00,0,0.5,0,1,25-May
1,3,1.629,3,17:12,17:00,0,0.5,0,1,25-May
1,1,1.346,3,17:12,17:00,0,0.5,0,1,25-May
1,3,1.962,5,15:48,15:00,0,0.25,0,1,20-May
1,6,1.706,5,15:48,15:00,0,0.25,0,1,20-May
3,4,1.682,5,15:48,15:00,0,0.25,0,1,20-May
1,3,1.961,5,15:48,15:00,0,0.25,0,1,20-May
1,1,1.842,5,15:48,15:00,0,0.25,0,1,20-May
1,2,1.571,5,15:48,15:00,0,0.25,0,1,20-May
1,1,1.699,5,15:48,15:00,0,0.25,0,1,20-May
1,5,1.569,5,15:48,15:00,0,0.25,0,1,20-May
1,5,2.018,5,15:48,15:00,0,0.25,0,1,20-May
4,6,0.773,5,15:48,15:00,0,0.25,0,1,20-May
1,5,1.457,5,15:48,15:00,0,0.25,0,1,20-May
1,1,1.557,5,15:48,15:00,0,0.25,0,1,20-May
4,2,1.281,5,15:48,15:00,0,0.25,0,1,20-May
1,2,2.018,5,15:48,15:00,0,0.25,0,1,20-May
1,4,1.201,5,15:48,15:00,0,0.25,0,1,20-May
1,3,2.151,5,15:48,15:00,0,0.25,0,1,20-May
5,4,1.916,5,15:48,15:00,0,0.25,0,1,20-May
1,1,1.714,5,15:48,15:00,0,0.25,0,1,20-May
1,1,1.952,5,15:48,15:00,0,0.25,0,1,20-May
1,6,1.784,5,15:48,15:00,0,0.25,0,1,20-May
1,4,2.077,5,15:48,15:00,0,0.25,0,1,20-May
1,2,2.254,5,15:48,15:00,0,0.25,0,1,20-May
3,2,2.376,5,15:48,15:00,0,0.25,0,1,20-May
1,1,1.674,5,15:48,15:00,0,0.25,0,1,20-May
1,2,2.226,5,15:48,15:00,1,0.25,0,1,20-May
1,1,2.204,5,15:48,15:00,1,0.25,0,1,20-May
1,5,2.307,5,15:48,15:00,1,0.25,0,1,20-May
1,1,1.904,5,15:48,15:00,1,0.25,0,1,20-May
1,5,1.826,5,15:48,15:00,1,0.25,0,1,20-May
3,5,1.925,5,15:48,15:00,1,0.25,0,1,20-May
3,1,1.137,5,15:48,15:00,1,0.25,0,1,20-May
1,5,1.105,5,15:48,15:00,1,0.25,0,1,20-May
2,4,1.613,5,15:48,15:00,1,0.25,0,1,20-May
1,2,1.71,5,15:48,15:00,1,0.25,0,1,20-May
1,3,1.304,5,15:48,15:00,1,0.25,0,1,20-May
1,6,1.701,5,15:48,15:00,1,0.25,0,1,20-May
3,3,1.527,5,15:48,15:00,1,0.25,0,1,20-May
1,1,1.585,5,15:48,15:00,1,0.25,0,1,20-May
1,6,1.536,5,15:48,15:00,1,0.25,0,1,20-May
2,6,1.622,5,15:48,15:00,1,0.25,0,1,20-May
1,3,1.783,5,15:48,15:00,1,0.25,0,1,20-May
3,2,1.246,5,15:48,15:00,1,0.25,0,1,20-May
1,1,1.384,5,15:48,15:00,1,0.25,0,1,20-May
1,2,1.464,5,15:48,15:00,1,0.25,0,1,20-May
1,3,1.664,5,15:48,15:00,1,0.25,0,1,20-May
2,4,1.693,5,15:48,15:00,1,0.25,0,1,20-May
1,1,1.594,5,15:48,15:00,1,0.25,0,1,20-May
1,5,1.783,5,15:48,15:00,1,0.25,0,1,20-May
1,1,1.568,5,15:48,15:00,1,0.25,0,1,20-May
1,3,1.526,5,15:48,15:00,1,0.25,0,1,20-May
1,1,1.917,5,15:48,15:00,1,0.25,0,1,20-May
1,3,1.852,5,15:48,15:00,1,0.25,0,1,20-May
1,1,1.712,5,15:48,15:00,1,0.25,0,1,20-May
1,5,1.533,5,15:48,15:00,1,0.25,0,1,20-May
1,5,1.624,5,15:48,15:00,1,0.25,0,1,20-May
1,2,1.841,5,15:48,15:00,1,0.25,0,1,20-May
1,1,1.443,5,15:48,15:00,1,0.25,0,1,20-May
2,4,1.173,5,15:48,15:00,1,0.25,0,1,20-May
1,2,1.37,5,15:48,15:00,1,0.25,0,1,20-May
3,1,1.247,5,15:48,15:00,1,0.25,0,1,20-May
1,2,1.205,5,15:48,15:00,1,0.25,0,1,20-May
3,1,1.433,5,15:48,15:00,1,0.25,0,1,20-May
1,3,1.574,5,15:48,15:00,1,0.25,0,1,20-May
1,1,1.351,5,15:48,15:00,1,0.25,0,1,20-May
1,2,1.41,5,15:48,15:00,1,0.25,0,1,20-May
1,3,1.437,5,15:48,15:00,1,0.25,0,1,20-May
1,3,2.407,5,15:48,15:00,1,0.25,0,1,20-May
1,3,1.453,5,15:48,15:00,1,0.25,0,1,20-May
1,3,1.341,5,15:48,15:00,1,0.25,0,1,20-May
1,3,1.335,5,15:48,15:00,1,0.25,0,1,20-May
1,1,1.497,5,15:48,15:00,1,0.25,0,1,20-May
3,2,1.587,5,15:48,15:00,1,0.25,0,1,20-May
1,1,1.815,5,15:48,15:00,1,0.25,0,1,20-May
1,1,2.26,5,15:48,15:00,1,0.25,0,1,20-May
1,2,2.016,5,15:48,15:00,1,0.25,0,1,20-May
1,6,0.954,5,16:21,16:00,0,0.25,0,1,20-May
1,3,1.801,5,16:21,16:00,0,0.25,0,1,20-May
1,6,1.407,5,16:21,16:00,0,0.25,0,1,20-May
1,5,1.513,5,16:21,16:00,0,0.25,0,1,20-May
1,1,1.323,5,16:21,16:00,0,0.25,0,1,20-May
1,6,1.898,5,16:21,16:00,0,0.25,0,1,20-May
1,2,1.446,5,16:21,16:00,0,0.25,0,1,20-May
1,3,1.975,5,16:21,16:00,0,0.25,0,1,20-May
1,1,1.608,5,16:21,16:00,0,0.25,0,1,20-May
1,5,1.172,5,16:21,16:00,0,0.25,0,1,20-May
1,3,1.37,5,16:21,16:00,0,0.25,0,1,20-May
1,5,1.553,5,16:21,16:00,0,0.25,0,1,20-May
1,1,2.739,5,16:21,16:00,0,0.25,0,1,20-May
1,1,1.3,5,16:21,16:00,0,0.25,0,1,20-May
1,2,1.695,5,16:21,16:00,0,0.25,0,1,20-May
1,5,1.955,5,16:21,16:00,0,0.25,0,1,20-May
7,2,1.924,5,16:21,16:00,0,0.25,0,1,20-May
1,1,1.944,5,16:21,16:00,0,0.25,0,1,20-May
1,3,2.079,5,16:21,16:00,0,0.25,0,1,20-May
1,6,1.673,5,16:21,16:00,0,0.25,0,1,20-May
1,1,1.657,5,16:21,16:00,0,0.25,0,1,20-May
1,3,1.762,5,16:21,16:00,0,0.25,0,1,20-May
2,1,2.21,5,16:21,16:00,0,0.25,0,1,20-May
1,1,2.399,5,16:21,16:00,0,0.25,0,1,20-May
1,2,2.121,5,16:21,16:00,0,0.25,0,1,20-May
3,6,1.846,5,16:21,16:00,0,0.25,0,1,20-May
1,3,1.811,5,16:21,16:00,0,0.25,0,1,20-May
1,1,1.948,5,16:21,16:00,0,0.25,0,1,20-May
1,3,1.877,5,16:21,16:00,0,0.25,0,1,20-May
1,3,2.098,5,16:21,16:00,0,0.25,0,1,20-May
1,1,2.031,5,16:21,16:00,0,0.25,0,1,20-May
1,3,1.62,5,16:21,16:00,0,0.25,0,1,20-May
1,5,1.399,5,16:21,16:00,0,0.25,0,1,20-May
1,4,1.46,5,16:21,16:00,0,0.25,0,1,20-May
1,5,1.536,5,16:21,16:00,0,0.25,0,1,20-May
