SNPVol
6.17568E-05
9.5001E-05
2.28151E-05
5.1168E-05
5.45491E-05
2.41841E-05
9.65555E-05
6.05713E-05
2.56697E-05
3.03798E-05
3.46808E-05
3.45999E-05
3.35888E-05
0.000104392
2.84422E-05
0.000118755
7.12077E-05
8.74378E-05
0.000146913
7.46996E-05
9.6318E-05
4.79979E-05
2.28036E-05
4.53004E-05
2.67889E-05
5.47641E-05
5.89957E-05
4.51599E-05
2.72991E-05
2.11569E-05
5.89719E-05
2.1182E-05
6.96759E-06
3.30344E-05
2.50574E-05
3.31621E-05
2.6527E-05
2.76267E-05
2.24715E-05
3.57262E-05
5.42824E-05
6.51339E-05
2.44248E-05
6.56201E-05
4.19122E-05
1.90832E-05
9.0019E-05
2.35908E-05
2.55925E-05
2.4241E-05
2.52031E-05
8.27633E-06
6.06151E-05
3.58956E-05
3.12487E-05
4.21372E-05
7.81459E-06
3.88746E-05
9.12289E-05
7.17679E-05
3.5512E-05
0.000108342
2.31381E-05
4.74902E-05
3.33029E-05
3.68724E-05
5.27434E-05
3.33956E-05
8.98608E-06
3.91655E-05
1.67892E-05
0.000168651
2.87666E-05
7.79546E-05
3.47411E-05
4.73582E-05
6.82316E-05
8.16081E-05
2.08247E-05
5.94683E-05
1.71074E-05
4.03149E-05
4.71701E-05
7.52187E-05
3.34735E-05
6.60843E-06
2.75227E-05
6.60796E-05
2.51891E-05
4.38811E-05
3.35383E-05
4.49121E-05
3.16909E-05
7.84472E-05
1.57865E-05
5.15749E-05
2.06823E-05
4.18348E-05
5.70727E-05
2.22252E-05
4.46949E-05
1.51233E-05
4.9211E-05
6.87804E-05
1.084E-05
0.000170838
2.55843E-05
3.44284E-05
8.22628E-05
1.97153E-05
1.72708E-05
4.73729E-05
9.00505E-05
3.46075E-05
2.12064E-05
3.09545E-05
0.000206286
6.29642E-05
5.10448E-05
4.08512E-05
3.5916E-05
2.3295E-05
5.96979E-05
7.83281E-05
8.03891E-05
2.65619E-05
2.74321E-05
6.67527E-05
0.000122658
0.000136258
2.00287E-05
6.88561E-05
3.93257E-05
1.67014E-05
0.000120973
2.43205E-05
2.45688E-05
2.35262E-05
5.50816E-05
9.77598E-05
4.84252E-05
1.88718E-05
4.17647E-05
3.65042E-05
4.67869E-05
2.22234E-05
2.95823E-05
2.86857E-05
2.35427E-05
0.000131907
1.42879E-05
3.93239E-05
2.00105E-05
0.000118227
0.000201068
2.35893E-05
1.92738E-05
2.34071E-05
4.22135E-05
5.58654E-05
1.22679E-05
9.39043E-06
3.00023E-05
8.1255E-06
8.65461E-05
1.25225E-05
1.0678E-05
3.88689E-05
3.47143E-05
2.45777E-05
9.79647E-06
3.57854E-05
2.2792E-05
1.3862E-05
6.43966E-05
3.95793E-05
2.84217E-05
2.26914E-05
8.2333E-06
