"vehicle","colour","passing.distance","street","helmet","kerb","datetime","bikelane","city"
"Car","Blue",1.633,"Urban","Y",0.5,2006-06-07 11:51:00,"N","Bristol"
"Car","Grey",1.162,"Urban","Y",0.5,2006-06-07 11:51:00,"N","Bristol"
"LGV","Grey",1.106,"Urban","Y",0.5,2006-06-07 11:51:00,"N","Bristol"
"PTW","Green",1.055,"Urban","Y",0.5,2006-06-07 11:51:00,"N","Bristol"
"Car","Grey",1.737,"Urban","Y",0.5,2006-06-07 11:51:00,"N","Bristol"
"Car","Black",1.368,"Urban","Y",0.5,2006-06-07 11:51:00,"Y","Bristol"
"Car","White",1.492,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Blue",1.443,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"LGV","White",1.714,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Blue",0.883,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Grey",1.28,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"LGV","White",1.192,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Blue",1.319,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"LGV","Black",1.441,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"SUV","Blue",0.984,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Black",1.212,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Red",1.452,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Grey",1.845,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Blue",1.74,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Grey",1.512,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Red",1.847,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Grey",1.561,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Blue",1.985,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Grey",1.047,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Grey",1.315,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"LGV","White",1.116,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"LGV","White",1.259,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","White",1.58,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"HGV","Red",1.676,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Grey",1.286,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"LGV","Red",1.608,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Green",1.49,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","White",1.412,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"SUV","Black",1.411,"Urban","N",0.5,2006-06-07 11:58:00,"N","Bristol"
"Car","Grey",2.108,"Urban","Y",0.75,2006-06-07 12:13:00,"N","Bristol"
"Car","Blue",1.425,"Urban","Y",0.75,2006-06-07 12:13:00,"N","Bristol"
"Car","Blue",0.691,"Urban","Y",0.75,2006-06-07 12:13:00,"N","Bristol"
"LGV","Grey",1.025,"Urban","Y",0.75,2006-06-07 12:13:00,"N","Bristol"
"HGV","Red",1.904,"Urban","Y",0.75,2006-06-07 12:13:00,"N","Bristol"
"Car","Black",1.495,"Urban","Y",0.75,2006-06-07 12:13:00,"N","Bristol"
"Car","Blue",1.459,"Urban","Y",0.75,2006-06-07 12:13:00,"N","Bristol"
"PTW","White",1.189,"Urban","Y",0.75,2006-06-07 12:13:00,"N","Bristol"
"SUV","Black",1.008,"Urban","Y",0.75,2006-06-07 12:13:00,"Y","Bristol"
"Car","Blue",1.349,"Urban","Y",0.75,2006-06-07 12:13:00,"Y","Bristol"
"Car","Grey",1.134,"Urban","Y",0.75,2006-06-07 12:13:00,"Y","Bristol"
"LGV","White",1.524,"Urban","Y",0.75,2006-06-07 12:13:00,"N","Bristol"
"Car","Blue",1.853,"Urban","Y",0.75,2006-06-07 12:13:00,"N","Bristol"
"Car","Blue",0.809,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Blue",1.06,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Black",1.5,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Blue",1.427,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Black",1.725,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Black",1.413,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Grey",1.296,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"SUV","Green",1.037,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"SUV","Blue",0.999,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Grey",1.359,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"SUV","Green",1.073,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Red",1.14,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Black",1.222,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Grey",1.64,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"LGV","White",1.68,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Blue",1.268,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Red",1.848,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"SUV","Blue",1.472,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"LGV","White",1.583,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Grey",1.36,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"HGV","Blue",1.255,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Red",1.492,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"HGV","Blue",1.396,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Grey",0.993,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Black",1.106,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"SUV","Blue",1.744,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"HGV","Blue",1.16,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Green",2.003,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Blue",1.345,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Blue",1.287,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Bus","Red",1.528,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"HGV","White",1.736,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"HGV","White",0.822,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Bus","White",1.036,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Blue",1.163,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Black",1.81,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Blue",1.531,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Black",1.395,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Taxi","Grey",0.89,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Grey",2.004,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Grey",1.247,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Blue",2,"Main","Y",1.25,2006-06-19 10:41:00,"N","Salisbury"
"Car","Grey",1.317,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"LGV","White",1.331,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.123,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Grey",0.824,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Grey",1.377,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.224,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.217,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Red",1.372,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"LGV","White",1.105,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.088,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"SUV","Grey",2.245,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"LGV","Grey",1.313,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Black",1.467,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Red",1.702,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Red",1.574,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.377,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"LGV","Blue",2.42,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Grey",1.495,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Red",0.836,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Red",2.03,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.806,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Grey",1.136,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"HGV","Other",0.875,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.421,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Grey",1.11,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"HGV","White",1.349,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.553,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Grey",1.303,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Red",1.662,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.378,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.397,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Taxi","White",1.167,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.982,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.739,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Taxi","White",0.913,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Blue",1.002,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"LGV","White",1.176,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Grey",1.101,"Main","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Black",1.382,"Residential","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Bus","Red",1.154,"Residential","Y",1.25,2006-06-19 11:09:00,"N","Salisbury"
"Car","Grey",1.458,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"Car","Grey",1.445,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"Car","Blue",1.374,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"Car","Blue",1.135,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"Taxi","Grey",1.302,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"Car","White",1.392,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"Car","Blue",1.48,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"Car","Red",0.979,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"LGV","Other",1.354,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"Car","Grey",1.26,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"Car","Red",1.172,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"HGV","White",0.814,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"Car","Blue",0.9,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
"Car","Green",1.031,"Main","Y",1.25,2006-06-19 11:00:00,"N","Salisbury"
