"vehicle","colour","passing.distance","street","helmet","kerb","datetime","bikelane","city"
"Car","Blue",2.114,"Urban","N",0.5,2006-05-11 16:30:00,"N","Salisbury"
"HGV","Red",0.998,"Urban","N",0.5,2006-05-11 16:30:00,"N","Salisbury"
"LGV","Blue",1.817,"Urban","N",0.5,2006-05-11 16:30:00,"N","Salisbury"
"Car",NA,1.64,"Urban","N",0.5,2006-05-11 16:30:00,"N","Salisbury"
"Bus","Other",1.544,"Urban","N",0.5,2006-05-11 16:30:00,"N","Salisbury"
"Car","Grey",1.509,"Urban","N",0.5,2006-05-11 16:30:00,"N","Salisbury"
"LGV","White",1.29,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"Car","Red",1.512,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"Bus","Red",1.049,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"PTW",NA,1.932,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"LGV","White",1.145,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"SUV","White",1.41,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"Car","Blue",1.428,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"Car","Blue",1.494,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"Car","Blue",1.57,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"LGV","White",2.103,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"Car","Red",0.896,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"LGV","White",1.16,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"Car","Grey",1.29,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"Car","White",1.963,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"Car","Grey",2.436,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"Car","Red",2.304,"Main","Y",1,2006-05-12 07:46:00,"N","Salisbury"
"Car","Black",1.482,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"LGV","White",1.492,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"Car","Blue",1.432,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"Car","Green",1.504,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"PTW",NA,1.046,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"Car","Red",1.306,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"Taxi","Grey",1.15,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"Car","Blue",1.43,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"LGV","White",1.569,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"Car","Grey",1.796,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"Car","Black",1.51,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"LGV","White",1.493,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"Car","Blue",1.261,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"PTW",NA,1.363,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"Car","Red",1.242,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"Car","Grey",1.105,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"SUV","Grey",1.548,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"LGV","White",1.178,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"LGV","White",1.742,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"LGV","Red",1.87,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"HGV","White",1.134,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"HGV","Green",0.794,"Main","Y",1,2006-05-12 07:52:00,"N","Salisbury"
"HGV","Other",1.016,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"LGV","Blue",0.973,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"LGV","Black",1.186,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Red",1.549,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Blue",1.172,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Red",1.307,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","White",1.469,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Black",1.651,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"LGV","White",0.916,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Blue",1.408,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","White",1.34,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Red",1.39,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Grey",1.265,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Green",1.44,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Red",1.451,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Red",0.905,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"HGV","White",1.165,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Blue",1.118,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Grey",1.463,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Blue",1.415,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Red",0.809,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Blue",1.335,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Blue",1.656,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"LGV","Red",1.228,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"SUV","Black",1.741,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Blue",1.488,"Main","Y",1,2006-05-12 08:02:00,"N","Salisbury"
"Car","Blue",1.465,"Main","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"Car","Blue",1.611,"Main","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"SUV","Black",1.716,"Main","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"Car","Blue",1.951,"Main","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"Car","Red",1.382,"Main","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"LGV","White",0.914,"OneWay2","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"Car","Red",0.943,"OneWay2","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"Car","Red",2.115,"OneWay2","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"Taxi","Black",1.564,"OneWay2","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"LGV","Grey",1.33,"Urban","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"Car","White",1.469,"Urban","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"PTW","Other",1.819,"Urban","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"LGV","White",1.343,"Urban","Y",1,2006-05-12 08:14:00,"N","Salisbury"
"LGV","Blue",1.292,"Urban","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Blue",1.818,"Urban","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Grey",1.58,"Urban","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Black",1.688,"Urban","N",1,2006-05-12 08:27:00,"N","Salisbury"
"LGV","White",1.289,"Urban","N",1,2006-05-12 08:27:00,"N","Salisbury"
"LGV","Blue",1.479,"Urban","N",1,2006-05-12 08:27:00,"N","Salisbury"
"HGV","White",1.105,"Urban","N",1,2006-05-12 08:27:00,"N","Salisbury"
"LGV","White",2.073,"Residential","N",1,2006-05-12 08:27:00,"N","Salisbury"
"LGV","White",1.408,"Residential","N",1,2006-05-12 08:27:00,"N","Salisbury"
"LGV","White",1.504,"Residential","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Blue",1.163,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Blue",1.023,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Grey",1.166,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"LGV","White",1.125,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Blue",0.912,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Grey",1.319,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Blue",1.157,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Green",1.913,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Green",1.428,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"HGV","Other",1.354,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"HGV","Green",1.382,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Red",1.23,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Blue",1.863,"Main","N",1,2006-05-12 08:27:00,"N","Salisbury"
"Car","Blue",1.613,"Urban","N",1,2006-05-12 09:16:00,"N","Salisbury"
"LGV","White",1.393,"Urban","N",1,2006-05-12 09:16:00,"N","Salisbury"
"Car","Blue",1.363,"OneWay1","N",1,2006-05-12 09:16:00,"N","Salisbury"
"LGV","Red",1.513,"OneWay1","N",1,2006-05-12 09:16:00,"N","Salisbury"
"HGV","Blue",1.595,"OneWay2","N",1,2006-05-12 09:16:00,"N","Salisbury"
"Car","Red",1.979,"OneWay2","N",1,2006-05-12 09:16:00,"N","Salisbury"
"Car","Blue",1.815,"OneWay2","N",1,2006-05-12 09:16:00,"N","Salisbury"
"Car","Black",1.583,"OneWay2","N",1,2006-05-12 09:16:00,"N","Salisbury"
"LGV","Grey",1.029,"Urban","N",1,2006-05-12 09:16:00,"N","Salisbury"
"Car","Grey",1.355,"Urban","N",1,2006-05-12 09:16:00,"N","Salisbury"
"Taxi","Red",1.267,"Urban","N",1,2006-05-12 09:16:00,"N","Salisbury"
"Car","Red",1.218,"Urban","N",1,2006-05-12 09:16:00,"N","Salisbury"
"Car","Black",1.738,"Urban","N",1,2006-05-12 09:16:00,"N","Salisbury"
"LGV","Red",1.146,"Urban","N",1,2006-05-12 09:16:00,"N","Salisbury"
"Car","Grey",1.556,"Urban","N",1,2006-05-12 09:16:00,"N","Salisbury"
"Car","White",1.2,"Urban","N",1,2006-05-12 09:16:00,"N","Salisbury"
"Car","Blue",1.369,"Urban","N",1,2006-05-12 09:16:00,"N","Salisbury"
"LGV","Blue",1.821,"Urban","N",1,2006-05-12 09:16:00,"N","Salisbury"
"LGV","Grey",0.914,"Residential","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Grey",1.529,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"PTW","Blue",2.397,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Grey",1.617,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Blue",1.229,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Grey",1.365,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"HGV","Other",1.395,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"LGV","White",1.535,"Residential","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Grey",1.62,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Blue",2.195,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"SUV","Grey",1.352,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Grey",1.081,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Other",1.552,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Blue",2.108,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"SUV","Black",1.968,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"LGV","Blue",1.604,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Grey",1.574,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Green",1.483,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","White",1.455,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Grey",1.522,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Red",1.495,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Red",1.341,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Blue",1.46,"Main","N",1,2006-05-12 09:32:00,"N","Salisbury"
"Car","Grey",1.012,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"LGV","White",1.184,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Grey",1.1,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","White",1.397,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Blue",1.554,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Grey",1.484,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Black",1.603,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Blue",1.308,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"SUV","Blue",1.586,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"LGV","Black",1.623,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"HGV","Red",1.324,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"LGV","Blue",1.425,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Grey",1.188,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Grey",1.455,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"LGV","White",2.032,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Blue",1.66,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Blue",1.305,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Black",1.333,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"LGV","White",1.212,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Blue",1.143,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"LGV","Blue",1.196,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"LGV","White",1.459,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"SUV","Black",1.728,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Grey",1.633,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"LGV","Blue",1.207,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Grey",1.648,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Blue",1.769,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Taxi","Red",2.011,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Grey",2.311,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Blue",1.315,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Black",1.658,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"SUV","Grey",2.046,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Blue",1.701,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Blue",1.533,"Main","Y",1,2006-05-12 09:44:00,"N","Salisbury"
"Car","Blue",2.124,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"SUV","Blue",1.584,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"Car","Grey",1.094,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"Car","Blue",1.997,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"LGV","White",1.454,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"Car","Green",2.234,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"LGV","Red",1.662,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"Car","Other",2.31,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"Car","Red",1.53,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"Car","Blue",1.629,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"LGV","Blue",1.625,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"Car","Grey",1.632,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"Taxi","Grey",1.328,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"Car","Grey",1.932,"Main","Y",1,2006-05-12 09:52:00,"N","Salisbury"
"Car","Blue",1.283,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Green",1.098,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Grey",1.192,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Black",1.253,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"SUV","Other",1.112,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Red",1.303,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"LGV","Blue",1.185,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"HGV","Red",1.41,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"SUV","Blue",1.829,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Grey",1.952,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Green",1.406,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"LGV","White",1.373,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Red",1.398,"Main","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Blue",1.92,"Main","Y",1,2006-05-18 14:02:00,"Y","Salisbury"
"Car","Blue",2.164,"Main","Y",1,2006-05-18 14:02:00,"Y","Salisbury"
"Car","Blue",1.779,"Main","Y",1,2006-05-18 14:02:00,"Y","Salisbury"
"SUV","Blue",1.666,"Main","Y",1,2006-05-18 14:02:00,"Y","Salisbury"
"SUV","Grey",2.114,"Residential","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Grey",1.331,"Residential","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Blue",1.459,"Residential","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Grey",1.571,"Residential","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Blue",1.973,"Residential","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Blue",1.765,"Residential","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Red",1.609,"Rural","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"SUV","Grey",1.423,"Rural","Y",1,2006-05-18 14:02:00,"N","Salisbury"
"Car","Grey",1.338,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"LGV","White",1.905,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Green",2.073,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Blue",1.465,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"LGV","White",1.465,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Blue",1.565,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Black",1.456,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Blue",1.72,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Grey",1.353,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Grey",1.462,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"LGV","White",1.506,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Blue",1.251,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Black",1.428,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Blue",2.305,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"LGV","White",1.435,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Grey",1.765,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Blue",1.921,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Taxi","Black",2.026,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Taxi","Black",1.751,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"LGV","White",2.084,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","White",2.389,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"SUV","Black",1.593,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Grey",1.786,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Grey",1.234,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Red",1.6,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Red",1.334,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Grey",1.223,"Main","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Red",1.619,"Main","Y",1,2006-05-18 14:25:00,"Y","Salisbury"
"Car","Blue",1.416,"Residential","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Blue",1.152,"Residential","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"LGV","Grey",1.591,"Residential","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"SUV","Grey",1.981,"Residential","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Taxi","Blue",1.355,"Urban","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Blue",0.702,"Urban","Y",1,2006-05-18 14:25:00,"Y","Salisbury"
"Car","Green",1.415,"Urban","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Blue",1.819,"Urban","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Red",1.424,"Urban","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"LGV","White",2.32,"Urban","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Grey",1.451,"Urban","Y",1,2006-05-18 14:25:00,"N","Salisbury"
"Car","Green",1.158,"Urban","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Taxi","Blue",1.049,"Urban","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Car","Grey",1.762,"Urban","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Car","Grey",1.402,"Urban","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Car","Blue",1.422,"Urban","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Car","Black",1.542,"Main","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Car","Red",1.691,"Main","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Car","Black",1.434,"Main","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Car","Grey",1.73,"Main","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"SUV","Black",1.958,"Main","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Taxi","Blue",1.709,"Main","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"LGV","Red",1.363,"Main","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"HGV","Grey",1.182,"Main","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"SUV","Grey",1.433,"Main","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Car","Green",1.524,"Main","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Car","Green",2.385,"Urban","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Car","Black",0.948,"Urban","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"Car","Other",1.67,"Residential","Y",1,2006-05-18 14:37:00,"N","Salisbury"
"SUV","Black",1.664,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Blue",1.529,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","White",1.223,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Blue",1.249,"OneWay1","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Red",2.441,"OneWay2","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Grey",1.265,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Blue",2.462,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Red",1.889,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Black",1.081,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","White",1.358,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Grey",2.409,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Blue",1.879,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Green",1.554,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Grey",1.21,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"LGV","White",1.445,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Blue",1.392,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Grey",1.573,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Blue",1.529,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Red",1.339,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Red",1.935,"Urban","N",0.25,2006-05-20 15:20:00,"N","Salisbury"
"Car","Green",1.575,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",2.194,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.211,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",1.224,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.748,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",2.11,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",1.885,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",1.95,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",2.124,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.871,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.709,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"SUV","Red",1.511,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",1.404,"Urban","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",1.714,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Black",1.963,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Other",2.054,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",2.088,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",2.446,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",2.709,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
